Protein1,Protein2,Score,Experimental System Type
RPL39,RPL3,993,genetic
RPL39,RPL22,993,genetic
MPHOSPH8,DNMT3A,993,genetic
ADSS2,AMPD3,993,genetic
FH,CS,993,genetic
RYR2,PRKACG,993,genetic
RYR2,PRKACB,993,genetic
HEATR1,RPS3A,993,genetic
IBA57,ISCA1,993,genetic
DUSP10,MAPK8,993,genetic
EPRS1,MARS2,993,genetic
EPRS1,MRPL13,993,genetic
ACAT2,HMGCS2,993,genetic
CYB5R1,CYB5A,993,genetic
UCHL5,SMAD7,993,genetic
TAB2,TLR3,993,genetic
RNF2,HIST2H2AC,993,genetic
RGS16,GNAO1,993,genetic
SF3B5,EFTUD2,993,genetic
SF3B5,LSM5,993,genetic
SF3B5,PRPF8,993,genetic
SF3B5,PRPF6,993,genetic
LTV1,RPS5,993,genetic
LTV1,RPS7,993,genetic
LTV1,RPS13,993,genetic
BLZF1,RAB2A,993,genetic
POU2F1,HCFC1,993,genetic
NECTIN4,MYBPH,993,genetic
VANGL2,DVL3,993,genetic
CENPW,CENPO,993,genetic
PYGO2,CTNNB1,993,genetic
PYGO2,BCL9L,993,genetic
IL6R,IL11,993,genetic
IL6R,STAT3,993,genetic
ECHS1,ACADSB,993,genetic
RAB13,MICALL2,993,genetic
TRAPPC3L,TRAPPC2L,993,genetic
MKI67,TOP2A,993,genetic
MRPL9,MRPS2,993,genetic
MRPL9,MRPL43,993,genetic
ACADSB,ECHS1,993,genetic
CDK19,MED14,993,genetic
EIF3A,RPS2,993,genetic
CASP7,BIRC7,993,genetic
MAP3K7,UBE2N,993,genetic
HMGCS2,ACAT2,993,genetic
SHOC2,PPP1CC,993,genetic
CNR1,GNAI2,993,genetic
BCAS2,SNRNP200,993,genetic
RAP1A,RASGRP2,993,genetic
PDCD11,UTP18,993,genetic
PDCD11,EMG1,993,genetic
PDCD11,UTP11,993,genetic
PDCD11,UTP14A,993,genetic
ATP5MD,ATP5MG,993,genetic
TAF5,GTF2E2,993,genetic
TAF5,GTF2A2,993,genetic
EMD,SUN2,993,genetic
TKTL1,RPIA,993,genetic
IRAK1,TAB1,993,genetic
AKNAD1,FAU,993,genetic
COX7A2,COX4I1,993,genetic
BTRC,PER2,993,genetic
RPL5,EEF1G,993,genetic
GLMN,CUL1,993,genetic
CHUK,TAB1,993,genetic
CHUK,IRF7,993,genetic
CPN1,CPN2,993,genetic
MRGBP,ING3,993,genetic
LPAR3,LPAR6,993,genetic
RPF1,RSL1D1,993,genetic
RPF1,NOC2L,993,genetic
RPF1,PES1,993,genetic
PRKACB,RYR2,993,genetic
ADGRL2,TENM4,993,genetic
MMS19,ERCC3,993,genetic
SERBP1,RPS13,993,genetic
SERBP1,RPS19,993,genetic
SGIP1,EPS15,993,genetic
PGM1,PGM2,993,genetic
ITGB3BP,CENPW,993,genetic
GNAS,CALCRL,993,genetic
GNAS,ADRB2,993,genetic
GNAS,SCTR,993,genetic
ANGPTL3,LPL,993,genetic
STX16,YKT6,993,genetic
RHAG,GYPA,993,genetic
RHAG,CD47,993,genetic
PARS2,IARS1,993,genetic
RNF113A,PHF5A,993,genetic
RNF113A,PRPF19,993,genetic
RNF113A,EFTUD2,993,genetic
MRPL41,MRPL10,993,genetic
SUPT3H,ENY2,993,genetic
CDC5L,PHF5A,993,genetic
HSP90AB1,ESR1,993,genetic
HSP90AB1,ERBB2,993,genetic
SLC25A5,CIAO1,993,genetic
PTPN1,IGF1R,993,genetic
EPS15,SGIP1,993,genetic
MRPS2,MRPL4,993,genetic
MRPS2,TUFM,993,genetic
MRPS2,MRPL36,993,genetic
MRPS2,MRPL9,993,genetic
MRPS2,MRPL19,993,genetic
MRPS2,MRPS17,993,genetic
IFIT1,EIF2AK2,993,genetic
IFIT1,ISG15,993,genetic
PREX1,RAC3,993,genetic
PTEN,MAST2,993,genetic
MRPS18A,MRPL13,993,genetic
MRPS18A,DAP3,993,genetic
MRPS18A,MRPL16,993,genetic
GTF3C4,GTF3C2,993,genetic
PTCH2,SMO,993,genetic
CD40,TRAF5,993,genetic
SFTPA2,SFTPC,993,genetic
KDM4A,H4C9,993,genetic
YBX1,IGF2BP1,993,genetic
VDAC2,SLC25A6,993,genetic
TNNC2,MYLPF,993,genetic
SDC4,FGF2,993,genetic
PPIE,DHX8,993,genetic
CHCHD1,MRPS18C,993,genetic
TAF7L,TBP,993,genetic
TAF7L,TAF8,993,genetic
MRPS16,MRPL34,993,genetic
MRPS16,CHCHD1,993,genetic
MRPS16,RPS9,993,genetic
NDUFS5,UQCRQ,993,genetic
TAF8,TAF7L,993,genetic
CCND3,CDKN2C,993,genetic
UTP11,RPS23,993,genetic
UTP11,PWP2,993,genetic
UTP11,RCL1,993,genetic
UTP11,PDCD11,993,genetic
UTP11,NOL6,993,genetic
UTP11,RPS7,993,genetic
SF3A3,LSM7,993,genetic
GNL2,PA2G4,993,genetic
GNL2,EIF6,993,genetic
MRPS15,MRPL49,993,genetic
SGPL1,SPHK2,993,genetic
SGPL1,SPHK1,993,genetic
AGO4,AGO1,993,genetic
TRAF3IP1,IFT88,993,genetic
ATRX,RAD52,993,genetic
DLGAP3,DLG4,993,genetic
TTI1,AKT1S1,993,genetic
RBBP4,MBD2,993,genetic
HDAC1,SIRT1,993,genetic
SRC,MET,993,genetic
SRC,RACK1,993,genetic
SRC,KHDRBS1,993,genetic
EIF3I,RPS13,993,genetic
RPS4X,EIF2S1,993,genetic
RPS4X,EEF1A1,993,genetic
RPS4X,EIF2S3,993,genetic
TET1,NANOG,993,genetic
CXCR3,CCL20,993,genetic
UBE2D1,RPS27A,993,genetic
TLR4,RETN,993,genetic
TLR4,NFKB1,993,genetic
NFS1,MOCS3,993,genetic
PRPF4,PHF5A,993,genetic
ZNF593,MRTO4,993,genetic
ITPR3,BCL2,993,genetic
LDLRAP1,AP2B1,993,genetic
LDLRAP1,LDLR,993,genetic
EIF6,GNL2,993,genetic
EIF6,NSA2,993,genetic
PHF1,EPOP,993,genetic
BMS1,RPS28,993,genetic
BMS1,RPS7,993,genetic
WDR46,SNU13,993,genetic
WDR46,RPS7,993,genetic
RXRB,NR1H2,993,genetic
RXRB,RARA,993,genetic
HSPG2,AGRN,993,genetic
HSPG2,FBLN2,993,genetic
MAP1LC3A,ATG4B,993,genetic
PSMB9,PSME1,993,genetic
PSMB9,PSME4,993,genetic
EIF2S2,RPS19,993,genetic
NCBP1,SNRPD1,993,genetic
MRTO4,ZNF593,993,genetic
MRTO4,RPL23A,993,genetic
CUL4A,COP1,993,genetic
SDHB,NDUFV1,993,genetic
SDHB,SUCLG2,993,genetic
IARS1,PARS2,993,genetic
CARD16,CASP1,993,genetic
CKS2,CKS1B,993,genetic
SHC3,NTRK2,993,genetic
S1PR3,GNA12,993,genetic
ISCA1,IBA57,993,genetic
COX4I2,UQCRFS1,993,genetic
COX4I2,CYC1,993,genetic
MTHFR,MTHFD2,993,genetic
WAS,ARPC5,993,genetic
FBXO6,SKP1,993,genetic
EXOSC10,PNPT1,993,genetic
PRKACG,RYR2,993,genetic
STAM,RPS27A,993,genetic
POLR3F,BRF1,993,genetic
BTN3A2,BTN3A1,993,genetic
HIST1H2AC,H4C9,993,genetic
KDM6A,DPY30,993,genetic
SUGT1,SKP1,993,genetic
TAF2,GTF2B,993,genetic
LPAR6,LPAR3,993,genetic
DYNLT3,DYNC1LI1,993,genetic
SEPHS1,SEPSECS,993,genetic
UQCRQ,NDUFS5,993,genetic
MCM8,CDC6,993,genetic
MCM8,MCM3,993,genetic
DVL1,CCDC88C,993,genetic
NPHS1,ACTN4,993,genetic
WBP4,LSM6,993,genetic
FOXO1,CREBBP,993,genetic
CENPB,CENPC,993,genetic
SIN3B,SIN3A,993,genetic
SIN3B,ARID4B,993,genetic
KL,FGF8,993,genetic
BRCA2,RAD52,993,genetic
OR51I1,OR51M1,993,genetic
IFNB1,IFNA13,993,genetic
MRPS26,MRPS24,993,genetic
CALML5,ADCY8,993,genetic
RPS6,NOL6,993,genetic
HAUS6,NEDD1,993,genetic
BTF3,RPL30,993,genetic
PDE4A,DISC1,993,genetic
SMN2,GEMIN8,993,genetic
TAF9,ATXN7L3,993,genetic
SBF1,MTMR2,993,genetic
POMP,PSMA5,993,genetic
MIS12,SPC24,993,genetic
NOP56,RPS24,993,genetic
NOP56,RCL1,993,genetic
POLR2B,MED6,993,genetic
KLHL42,CUL3,993,genetic
DDX1,C2orf49,993,genetic
SIRPB1,CD47,993,genetic
RLN2,INSL5,993,genetic
RLN2,RLN3,993,genetic
JAK2,SHC1,993,genetic
JAK2,IL6ST,993,genetic
NOL10,FCF1,993,genetic
NOL10,DNTTIP2,993,genetic
ASAH1,ASAH2,993,genetic
NUP58,NUP133,993,genetic
RCL1,IMP3,993,genetic
RCL1,DCAF13,993,genetic
RCL1,NOP56,993,genetic
RCL1,RPS23,993,genetic
RCL1,DNTTIP2,993,genetic
RCL1,UTP11,993,genetic
YWHAQ,RAF1,993,genetic
PGM2,PGM1,993,genetic
TP53BP1,HIST2H2AC,993,genetic
SEPSECS,SEPHS2,993,genetic
SEPSECS,SEPHS1,993,genetic
SMARCA2,BCL7C,993,genetic
SMARCA2,BCL7A,993,genetic
NOP2,GTPBP4,993,genetic
NOP2,NOC2L,993,genetic
PSME1,PSMB9,993,genetic
PSME1,PSMA6,993,genetic
SEC13,DEPDC5,993,genetic
SETMAR,PRPF19,993,genetic
MRPL2,MRPS10,993,genetic
NOX5,CYBA,993,genetic
NOX5,NOX4,993,genetic
DNM2,CTTN,993,genetic
RTF1,POLR2A,993,genetic
NLRP5,KHDC3L,993,genetic
KIR3DL1,KIR2DL1,993,genetic
RPS9,MRPL36,993,genetic
RPS9,MRPS16,993,genetic
RPS9,MRPL19,993,genetic
RPS9,MPHOSPH10,993,genetic
RPS9,EIF5B,993,genetic
LAMB3,LAMA4,993,genetic
XRCC5,WRN,993,genetic
MAG,OMG,993,genetic
EEF1B2,RACK1,993,genetic
EEF1B2,RPS3,993,genetic
CALCRL,IAPP,993,genetic
CALCRL,GNAS,993,genetic
LLGL2,LLGL1,993,genetic
GRB2,GRAP2,993,genetic
GRB2,FGFR2,993,genetic
WASF1,BAIAP2,993,genetic
STT3A,SEC61A1,993,genetic
TRAF3,IRF7,993,genetic
VTI1A,VAMP8,993,genetic
MKS1,CEP290,993,genetic
MKS1,B9D1,993,genetic
BCL2L11,BCL2L10,993,genetic
G6PD,PGLS,993,genetic
MRPL19,MRPS2,993,genetic
MRPL19,RPS9,993,genetic
MRPL19,MRPS25,993,genetic
MTHFD2,MTHFR,993,genetic
GPC3,IGF2,993,genetic
UTP14A,PDCD11,993,genetic
BAD,AKT1,993,genetic
FLOT2,FLOT1,993,genetic
VDAC1,PPID,993,genetic
TIMM9,TIMM29,993,genetic
CDK1,CDC25A,993,genetic
CDK1,PLK1,993,genetic
ALDOC,GAPDH,993,genetic
ALDOC,ALDOA,993,genetic
PPP1CB,PPP1R7,993,genetic
HLA-DRA,HLA-DPB1,993,genetic
LGALS9,LAG3,993,genetic
ASAH2,ASAH1,993,genetic
MAPK8,MAP3K1,993,genetic
MAPK8,DUSP10,993,genetic
EHMT2,DNMT3A,993,genetic
AREG,ERBB3,993,genetic
CAMK2B,CALM1,993,genetic
CXCL1,ACKR1,993,genetic
TNRC6A,TARBP2,993,genetic
YWHAZ,ARAF,993,genetic
YWHAZ,CTNNB1,993,genetic
YWHAZ,CDC25B,993,genetic
RPS29,RPL10L,993,genetic
RPS29,RPS27L,993,genetic
ITGB1,FLNA,993,genetic
GTF2A2,ERCC3,993,genetic
GTF2A2,ERCC2,993,genetic
ENAM,AMTN,993,genetic
CCK,GAST,993,genetic
RPL14,RPS4Y1,993,genetic
RPL14,PA2G4,993,genetic
TSPO,STAR,993,genetic
MYH11,ACTG2,993,genetic
USP8,STAM2,993,genetic
AMPD3,ADSS2,993,genetic
RPS8,RPS27L,993,genetic
THRB,RXRA,993,genetic
THRB,NCOA2,993,genetic
CSNK1E,AXIN1,993,genetic
GAPDH,ALDOC,993,genetic
NCF4,AKT1,993,genetic
SMU1,PRPF8,993,genetic
SMU1,LSM8,993,genetic
BLOC1S5,BLOC1S4,993,genetic
IRF7,CHUK,993,genetic
PDCD1LG2,CD80,993,genetic
ARHGEF12,GNAQ,993,genetic
ITGB2,ITGA5,993,genetic
CHMP1A,CHMP6,993,genetic
GRIP1,GRIA3,993,genetic
BCL2,AKT1,993,genetic
BCL2,APAF1,993,genetic
CSNK1D,CRY1,993,genetic
UBE2D2,CUL1,993,genetic
HLCS,PC,993,genetic
MRPS6,MRPL23,993,genetic
MRPS6,MRPS17,993,genetic
MRPS6,MRPL40,993,genetic
MRPS6,MRPS23,993,genetic
MRPS6,MRPS31,993,genetic
MAP3K1,MAPK8,993,genetic
SEH1L,NUP88,993,genetic
SEH1L,NUP210,993,genetic
SEH1L,RANBP2,993,genetic
CLDN8,TJP1,993,genetic
MASP2,FCN3,993,genetic
OAZ3,ODC1,993,genetic
SNU13,SNRPA1,993,genetic
SNU13,AATF,993,genetic
SNU13,LSM4,993,genetic
SNU13,SF3A3,993,genetic
SNU13,LSM2,993,genetic
SNU13,LSM8,993,genetic
NCOR2,ESR1,993,genetic
NCOR2,HDAC2,993,genetic
PSME4,PSMA7,993,genetic
PSME4,PSMB9,993,genetic
ATG4B,MAP1LC3A,993,genetic
WDR43,RPS7,993,genetic
WDR43,RPS3A,993,genetic
WDR43,RPS11,993,genetic
CHKB,PCYT2,993,genetic
NLK,LEF1,993,genetic
PSTK,EEFSEC,993,genetic
XPO1,RANBP2,993,genetic
GATAD2A,CDK2AP1,993,genetic
MRPS12,MRPL15,993,genetic
C1S,C4B_2,993,genetic
C1S,C4A,993,genetic
FAH,HPD,993,genetic
MAD1L1,BUB1B,993,genetic
VPREB1,CD79B,993,genetic
MAGI1,ACTN4,993,genetic
CLDN5,CDH5,993,genetic
SUN2,EMD,993,genetic
POLR2F,GTF2F2,993,genetic
BLVRA,BLVRB,993,genetic
MTA3,GATAD2B,993,genetic
MTA3,MTA1,993,genetic
RPS14,IMP3,993,genetic
RPS14,TSR1,993,genetic
BUD31,DHX15,993,genetic
MYH6,MYL2,993,genetic
PSMB11,PSMB10,993,genetic
PBRM1,DPF3,993,genetic
RPL31,RPL10L,993,genetic
ACTG2,MYH11,993,genetic
CXCR4,CCL3,993,genetic
CXCR4,CXCL2,993,genetic
FHL2,CTNNB1,993,genetic
UBA52,ADRM1,993,genetic
UBA52,RPS10-NUDT3,993,genetic
SEC61G,SEC61A2,993,genetic
EIF4B,EIF5,993,genetic
RPL23A,MRTO4,993,genetic
NDUFA11,MT-ND6,993,genetic
NDUFA11,COX5B,993,genetic
RPSA,EIF2S1,993,genetic
RPSA,NOB1,993,genetic
RPSA,EEF1A1,993,genetic
TLR6,SCARB1,993,genetic
TLR6,SCARB2,993,genetic
DSN1,CENPC,993,genetic
DSN1,SPC24,993,genetic
TMEM67,AHI1,993,genetic
TMEM67,TMEM231,993,genetic
IDH1,CS,993,genetic
CHEK1,TIMELESS,993,genetic
INO80C,INO80,993,genetic
IGF2,GPC3,993,genetic
EFTUD2,SNRPN,993,genetic
EFTUD2,YJU2,993,genetic
NDUFS1,UQCRH,993,genetic
RPS18,MRPL13,993,genetic
RPS18,MRPS5,993,genetic
RPS18,EIF5A,993,genetic
RPS18,MRPS14,993,genetic
SNRPG,U2AF2,993,genetic
HLA-DPA1,CD74,993,genetic
MAPK9,MAPK8IP1,993,genetic
C4A,C1S,993,genetic
RLN3,RLN1,993,genetic
RLN3,RLN2,993,genetic
NCOA2,ESR2,993,genetic
TAF6,KAT2A,993,genetic
RHOA,MPRIP,993,genetic
SNRPE,RNPC3,993,genetic
SNRPE,DHX15,993,genetic
PNPT1,EXOSC10,993,genetic
CBLL1,CDH1,993,genetic
SHC1,JAK2,993,genetic
RANGAP1,RCC1,993,genetic
RAF1,YWHAQ,993,genetic
RAF1,CDC37,993,genetic
RAF1,HSP90AB1,993,genetic
MAVS,IKBKG,993,genetic
RPF2,BRIX1,993,genetic
RPL6,RPS4Y1,993,genetic
MRPL55,MRPL46,993,genetic
TMED4,TMED10,993,genetic
IFT74,IFT172,993,genetic
RPL36A,RPL13,993,genetic
RPL36A,RPS15A,993,genetic
NOP14,FCF1,993,genetic
ESR1,CREBBP,993,genetic
GPI,AMFR,993,genetic
PRMT1,PRMT5,993,genetic
TAF1,POLR2A,993,genetic
MUC6,MUC2,993,genetic
EBNA1BP2,RSL24D1,993,genetic
HRAS,RIN1,993,genetic
HLA-DPB1,HLA-DRA,993,genetic
GBE1,AGL,993,genetic
DNTTIP2,NOC4L,993,genetic
DNTTIP2,RCL1,993,genetic
DNTTIP2,UTP18,993,genetic
DNTTIP2,NOL10,993,genetic
GABARAPL1,ATG14,993,genetic
GABARAPL1,ATG4D,993,genetic
PTPRC,SPN,993,genetic
TOP2A,MKI67,993,genetic
COLEC11,COLEC10,993,genetic
ISY1,CWC25,993,genetic
ISY1,CWC22,993,genetic
IL5RA,CSF2RB,993,genetic
SNRPB,MFAP1,993,genetic
SNRPB,CWC15,993,genetic
SNRPB,BUD31,993,genetic
RPL10,RPLP2,993,genetic
SEPTIN7,SEPTIN5,993,genetic
RPS24,NOP56,993,genetic
RPS24,BMS1,993,genetic
RPS24,RPL10L,993,genetic
RPS24,NOL6,993,genetic
SS18,ARID1A,993,genetic
C4B_2,C1S,993,genetic
P2RX6,P2RX3,993,genetic
P2RX6,P2RX4,993,genetic
RPL32,RPL36AL,993,genetic
CAMSAP3,PLEKHA7,993,genetic
NCK1,GRB2,993,genetic
SEPHS2,SEPSECS,993,genetic
CDKN2A,CDK2,993,genetic
BRCA1,NBN,993,genetic
BRCA1,AKT1,993,genetic
BRAF,YWHAG,993,genetic
BRAF,YWHAH,993,genetic
CALML4,ADCY8,993,genetic
TTC26,IFT81,993,genetic
TTC26,IFT22,993,genetic
SUCLG2,SDHB,993,genetic
ARMC8,RANBP10,993,genetic
ARMC8,RANBP9,993,genetic
DPH3,DPH1,993,genetic
CDK5,CDK5R2,993,genetic
ERVW-1,ITIH4,993,genetic
PHC3,PCGF2,993,genetic
PHC3,CBX6,993,genetic
PHC3,CBX7,993,genetic
RPL23,MRPL33,993,genetic
RPL23,EIF5A,993,genetic
RPL23,MRPL24,993,genetic
TFDP2,E2F5,993,genetic
MRPS14,MRPL47,993,genetic
MRPS14,MRPL43,993,genetic
MRPS14,MRPL15,993,genetic
MRPS14,RPS18,993,genetic
XRCC4,PNKP,993,genetic
ANAPC13,ANAPC11,993,genetic
MRPL36,RPS9,993,genetic
MRPL36,MRPS2,993,genetic
MRPL36,MRPL23,993,genetic
FBXL7,SKP1,993,genetic
NDUFA13,MT-ND6,993,genetic
MRPS30,MRPL41,993,genetic
HTN1,STATH,993,genetic
EIF4E,EIF4A3,993,genetic
COX7C,NDUFS4,993,genetic
OSTC,DAD1,993,genetic
ERBIN,NOD2,993,genetic
RACK1,RPS10-NUDT3,993,genetic
RACK1,EEF1A1,993,genetic
RACK1,EEF1B2,993,genetic
MRPS27,MRPS24,993,genetic
NXF5,NXT1,993,genetic
WDR1,CFL2,993,genetic
DMTN,ADD1,993,genetic
DMTN,ADD3,993,genetic
KIF13B,ADAP1,993,genetic
PIK3R1,CD28,993,genetic
RPL30,BTF3,993,genetic
RPL26L1,EEF2,993,genetic
RPL26L1,RPL7,993,genetic
TCEA1,SUPT4H1,993,genetic
DOCK2,RAC3,993,genetic
CNOT8,CNOT7,993,genetic
UQCRB,MT-CO3,993,genetic
MRPL22,MRPL24,993,genetic
MRPL22,MRPL10,993,genetic
RPLP2,RPL10,993,genetic
RPLP2,RPL36AL,993,genetic
RPLP2,RPS15A,993,genetic
NTRK1,GRB2,993,genetic
NTRK1,ANGPT2,993,genetic
FAU,AKNAD1,993,genetic
FAU,EIF3J,993,genetic
FAU,EIF3C,993,genetic
FAU,ABCE1,993,genetic
FAU,EIF5B,993,genetic
WDR74,RSL24D1,993,genetic
CASP1,CARD16,993,genetic
CALCB,RAMP3,993,genetic
TRAF6,TGFBR1,993,genetic
TRAF6,AMBRA1,993,genetic
TRAF6,RIPK2,993,genetic
TRAF6,BIRC2,993,genetic
TRAF6,MAP3K14,993,genetic
H2AX,RAD51,993,genetic
PLEKHA7,CAMSAP3,993,genetic
POLN,HELQ,993,genetic
GRIK4,GRIK1,993,genetic
RPS13,EIF3I,993,genetic
RPS13,RIOK2,993,genetic
RPS13,LTV1,993,genetic
RPS13,BYSL,993,genetic
RPS13,SERBP1,993,genetic
RPS13,RPS27L,993,genetic
CCS,ATP7A,993,genetic
NXF1,HNRNPUL1,993,genetic
CYB5R2,CYB5A,993,genetic
HSPA8,DNAJA2,993,genetic
DICER1,DGCR8,993,genetic
DICER1,ADAR,993,genetic
IST1,CHMP6,993,genetic
PGAM5,DNM1L,993,genetic
SMG8,UPF1,993,genetic
HOMER3,HOMER1,993,genetic
NDUFC1,NDUFA9,993,genetic
UBC,ITCH,993,genetic
UBC,UBA6,993,genetic
UBC,ADRM1,993,genetic
UBC,OTUD7B,993,genetic
PCYT2,CHKA,993,genetic
PCYT2,CHKB,993,genetic
NUP153,NUP85,993,genetic
C1R,C1QC,993,genetic
GTF2H3,GTF2F2,993,genetic
NELFA,SUPT4H1,993,genetic
HIST2H2BF,H4C9,993,genetic
ATXN2,ATXN3,993,genetic
ATXN2,DDX6,993,genetic
RPL18,EIF6,993,genetic
CEP290,MKS1,993,genetic
APAF1,BCL2,993,genetic
BRF1,POLR3F,993,genetic
DNM1L,PGAM5,993,genetic
SART3,LSM6,993,genetic
TIMELESS,CHEK1,993,genetic
TIMELESS,MCM3,993,genetic
TIMELESS,MCM4,993,genetic
VTI1B,NAPA,993,genetic
SNW1,ISY1,993,genetic
SNW1,SNRPB,993,genetic
NEDD1,HAUS6,993,genetic
SRP54,RPL11,993,genetic
AKT1,BAD,993,genetic
AKT1,BCL2,993,genetic
AKT1,BRCA1,993,genetic
AKT1,GSK3A,993,genetic
GTF2A1,TBPL1,993,genetic
RPL28,RPL10L,993,genetic
RPL28,RPS10-NUDT3,993,genetic
BCL2L10,BCL2L11,993,genetic
OBSCN,ANK1,993,genetic
SQOR,ETHE1,993,genetic
WWOX,ERBB4,993,genetic
COX4I1,NDUFS3,993,genetic
NDUFAB1,MCAT,993,genetic
PRPF8,PHF5A,993,genetic
RSL1D1,UTP6,993,genetic
RSL1D1,NOP53,993,genetic
RSL1D1,WDR3,993,genetic
RSL1D1,RPF1,993,genetic
POLR2A,GTF2A2,993,genetic
MRPS21,MRPS14,993,genetic
MRPS21,MRPS10,993,genetic
MRPS21,CHCHD1,993,genetic
MRPS21,AURKAIP1,993,genetic
MRPS21,MRPS16,993,genetic
NCOA4,RET,993,genetic
CENPX,CENPQ,993,genetic
CENPX,CENPN,993,genetic
TIMM23,TIMM21,993,genetic
RPL27,RPS4Y1,993,genetic
SPC24,DSN1,993,genetic
SPC24,MIS12,993,genetic
AP1M2,AP1G2,993,genetic
AP1M2,AP1B1,993,genetic
RPS15,RPS27L,993,genetic
GJC1,GJA1,993,genetic
MAP2K6,MAP3K5,993,genetic
SPHK2,SGPL1,993,genetic
UPF1,SMG8,993,genetic
TRAPPC5,TRAPPC3L,993,genetic
EMG1,RPS19,993,genetic
EMG1,RPS5,993,genetic
EMG1,PDCD11,993,genetic
RPS19,SERBP1,993,genetic
RPS19,EMG1,993,genetic
RPS19,EIF2S2,993,genetic
IRF3,TICAM1,993,genetic
RPS28,BMS1,993,genetic
RPS28,MPHOSPH10,993,genetic
RPS28,NOP58,993,genetic
VAV1,LYN,993,genetic
VAV1,SH3BP2,993,genetic
RPS5,NOC4L,993,genetic
RPS5,LTV1,993,genetic
RPS5,EMG1,993,genetic
CCL5,ACKR1,993,genetic
RNF103-CHMP3,CHMP5,993,genetic
RPEL1,PGD,993,genetic
GRIN2B,FYN,993,genetic
BIRC2,RIPK2,993,genetic
TPT1,EEF1G,993,genetic
HIST1H4G,BRD4,993,genetic
ELOC,CISH,993,genetic
DDX6,ATXN2,993,genetic
DDX6,XRN1,993,genetic
PPP1R9B,PPP1CC,993,genetic
MYC,HIF1A,993,genetic
RPP38,POP1,993,genetic
UNC13B,ERC1,993,genetic
CLIP1,CLASP2,993,genetic
SEPTIN2,C17orf47,993,genetic
POLD2,POLA1,993,genetic
TUBGCP5,MZT2B,993,genetic
TRAPPC3,TRAPPC11,993,genetic
MCM3,TIMELESS,993,genetic
MCM3,TIPIN,993,genetic
SEM1,PSMD13,993,genetic
SEM1,ENY2,993,genetic
CYFIP1,NIPA2,993,genetic
SOCS2,GHR,993,genetic
AMY2A,SI,993,genetic
RPS10,EEF2,993,genetic
MED29,MED25,993,genetic
MED29,CDK8,993,genetic
PTGES3,FKBP5,993,genetic
PTGES3,PTGES2,993,genetic
DGAT1,MOGAT2,993,genetic
PLCG2,EGFR,993,genetic
REC8,ESPL1,993,genetic
MAP3K14,TRAF6,993,genetic
PRLR,GH1,993,genetic
TCTN3,CC2D2A,993,genetic
TCTN3,B9D1,993,genetic
GHR,SOCS2,993,genetic
NSA2,NOC2L,993,genetic
NSA2,MAK16,993,genetic
NSA2,EIF6,993,genetic
IKBKG,MAVS,993,genetic
IKBKG,RIPK2,993,genetic
CPSF1,RBBP6,993,genetic
MUC1,ICAM1,993,genetic
DOCK1,RAC2,993,genetic
UQCRHL,UQCRC2,993,genetic
SHANK3,NLGN3,993,genetic
EXOC6B,EXOC4,993,genetic
PTPN11,FRS3,993,genetic
SCN2A,CALM1,993,genetic
FDFT1,HSD17B7,993,genetic
PAX6,DCAF7,993,genetic
PRICKLE2,DVL1,993,genetic
RPS10-NUDT3,UBA52,993,genetic
RPS10-NUDT3,RPL28,993,genetic
RPS10-NUDT3,RACK1,993,genetic
OR6A2,OR2AG1,993,genetic
OR51M1,OR51I1,993,genetic
OR2AG1,OR6A2,993,genetic
RAD51,WRN,993,genetic
RAD51,H2AX,993,genetic
MUC2,MUC6,993,genetic
RPL9P9,RPS4Y1,993,genetic
RPL9P9,EIF6,993,genetic
SNRPN,SNRNP200,993,genetic
SNRPN,EFTUD2,993,genetic
UBE2T,FANCC,993,genetic
UBE2T,FANCE,993,genetic
UBE2T,FANCF,993,genetic
RPS7,NOP56,993,genetic
RPS7,BMS1,993,genetic
RPS7,LTV1,993,genetic
RPS7,WDR43,993,genetic
CTNNB1,CHD8,993,genetic
CTNNB1,CDH11,993,genetic
CTNNB1,FBXW11,993,genetic
SPG7,PPIF,993,genetic
RPL11,RPS4Y1,993,genetic
RPL11,SRP54,993,genetic
SGCE,SGCB,993,genetic
RDX,SLC9A1,993,genetic
TPM2,TPM1,993,genetic
ATXN3,ATXN2,993,genetic
COL9A3,COL9A1,993,genetic
ISG15,IFIT1,993,genetic
LRP2,DAB2,993,genetic
KCNN4,CALM1,993,genetic
IGF1R,ERBB2,993,genetic
TRIM16,LGALS3,993,genetic
GNAI1,S1PR1,993,genetic
RCC1,RANGAP1,993,genetic
RCC1,KPNA4,993,genetic
BBS10,CCT2,993,genetic
NDUFV1,SDHB,993,genetic
LPL,ANGPTL3,993,genetic
CDC42,MAP3K11,993,genetic
RPS17,RPS27L,993,genetic
PPP3R2,PPP3CC,993,genetic
PPP3R2,PPP3CA,993,genetic
PPP3R2,PPP3CB,993,genetic
DEPDC5,SEC13,993,genetic
FAS,FAF1,993,genetic
MAP1LC3B,ULK1,993,genetic
NOTCH1,HIF1A,993,genetic
ELMO3,WDR35,993,genetic
SPN,PTPRC,993,genetic
PC,HLCS,993,genetic
TNNT2,TNNI1,993,genetic
JAK1,IFNG,993,genetic
AKT3,PHLPP1,993,genetic
SNCA,APP,993,genetic
PIK3CB,EGFR,993,genetic
SEMA3F,PLXNA1,992,genetic
